Num_acc,Conditions Atmosphériques,Etat Surface,Catégorie Route,Vitesse Maximale Autorisée,Nombre Véhicules Impliqués,Nombre Usagers Impliqués,Date,Conditions Lumineuses,Type Collision
4607,,Sec,Voie Communale,30.0,2.0,5.0,2022-01-30 05:31:04,Nuit,Par le coté
4608,Normal,Sec,Voie Communale,,2.0,,2022-01-20 22:40:07,,Par le coté
4609,Normal,Sec,,30.0,1.0,1.0,2022-01-18 00:27:47,Nuit,Autre
4610,Normal,,,130.0,2.0,3.0,2022-01-27 20:11:30,,Par l'arrière
4611,Normal,Sec,Voie Communale,,2.0,2.0,2022-01-27 06:03:28,Nuit,
4612,Normal,Sec,Voie Communale,,1.0,,2022-01-05 00:50:44,Nuit,Autre
4613,,Sec,Route Départementale,,2.0,4.0,2022-01-23 08:57:17,Jour,Par le coté
4614,Normal,Sec,,70.0,1.0,,2022-01-24 06:25:23,Nuit,Autre
4615,,Sec,Autoroute,130.0,2.0,4.0,2022-01-11 20:56:03,Nuit,Par le coté
4616,Pluie,Mouillé,,70.0,2.0,3.0,2022-01-09 07:21:38,,
4617,Normal,,Voie Communale,30.0,1.0,3.0,2022-01-30 06:38:14,Nuit,Autre
4618,Normal,Sec,Autoroute,130.0,1.0,1.0,2022-01-18 02:46:04,,Autre
4619,,Sec,Route Départementale,70.0,,,2022-01-02 03:44:14,Nuit,Frontale
4620,Normal,,Route Départementale,,2.0,2.0,2022-01-15 11:37:45,Jour,Par l'arrière
4621,Normal,,Voie Communale,,1.0,,2022-01-21 00:31:06,,Autre
4622,Normal,Sec,Voie Communale,,1.0,1.0,2022-01-14 04:19:05,Nuit,Autre
4623,Pluie,Mouillé,Voie Communale,30.0,1.0,2.0,2022-01-07 07:35:43,Nuit,Autre
4624,Pluie,Mouillé,Voie Communale,30.0,1.0,,2022-01-19 18:15:43,,Autre
4625,,Sec,Autoroute,,,,2022-01-16 20:09:11,Nuit,Autre
4626,Normal,,Voie Communale,,2.0,,2022-01-10 19:44:53,,
4627,,Mouillé,Route Départementale,70.0,2.0,2.0,2022-01-04 14:55:44,,Par le coté
4628,,Sec,Route Départementale,70.0,1.0,1.0,2022-01-05 17:54:41,,Autre
4629,,Sec,Voie Communale,30.0,,1.0,2022-01-25 11:25:52,,
4630,Normal,Sec,,70.0,1.0,,2022-01-30 16:22:01,Jour,
4631,,Mouillé,Voie Communale,,2.0,,2022-01-09 16:50:32,,Par le coté
4632,Normal,Sec,Voie Communale,30.0,2.0,,2022-01-26 20:36:44,Nuit,Par le coté
4633,Normal,Sec,Route Départementale,70.0,,2.0,2022-01-06 14:53:02,Jour,
4634,Normal,Sec,,30.0,2.0,2.0,2022-01-05 22:31:18,Nuit,Par le coté
4635,Normal,,,70.0,1.0,1.0,2022-01-15 05:07:16,Nuit,Autre
4636,,Mouillé,Route Départementale,70.0,,4.0,2022-01-07 17:38:40,Nuit,
4637,Normal,Sec,,30.0,2.0,,2022-01-23 21:43:06,Nuit,
4638,,Sec,Route Départementale,70.0,2.0,,2022-01-13 20:38:46,Nuit,Par le coté
4639,Normal,,Voie Communale,30.0,2.0,,2022-01-21 13:35:39,,Par l'arrière
4640,Pluie,Mouillé,Voie Communale,30.0,2.0,,2022-01-09 13:03:31,Jour,Par le coté
4641,Normal,Sec,Voie Communale,,2.0,3.0,2022-01-18 04:48:13,Nuit,
4642,Pluie,Mouillé,Voie Communale,,2.0,,2022-01-07 20:46:56,,Par le coté
4643,,Sec,Route Départementale,,2.0,2.0,2022-01-31 17:33:19,,Par le coté
4644,Normal,,Route Départementale,,1.0,4.0,2022-01-24 20:30:25,Nuit,
4645,,Sec,Route Départementale,70.0,,,2022-01-22 06:13:09,,
4646,Normal,Sec,Voie Communale,,2.0,3.0,2022-01-27 12:24:03,,
4647,Normal,Sec,Voie Communale,,,1.0,2022-01-12 23:32:32,,Autre
4648,Pluie,,Route Départementale,70.0,,,2022-01-19 20:01:00,Nuit,Autre
4649,Normal,Sec,Route Départementale,70.0,1.0,,2022-01-02 11:35:52,Jour,
4650,Normal,,,70.0,2.0,2.0,2022-01-31 17:42:45,Nuit,Par l'arrière
4651,,Sec,Autoroute,130.0,1.0,5.0,2022-01-17 23:09:42,Nuit,
4652,Normal,Sec,Route Départementale,,2.0,2.0,2022-01-17 13:52:29,,
4653,Normal,,,70.0,,3.0,2022-01-28 02:06:21,Nuit,Autre
4654,Normal,Sec,Autoroute,130.0,2.0,,2022-01-01 07:20:53,Nuit,Par l'arrière
4655,Normal,Sec,,70.0,1.0,5.0,2022-01-27 05:59:51,Nuit,
4656,Normal,Sec,,70.0,,4.0,2022-01-20 19:46:14,Nuit,Par le coté
4657,Normal,,,130.0,2.0,2.0,2022-01-05 07:13:03,Nuit,Par l'arrière
4658,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-23 19:49:56,Nuit,Par l'arrière
4659,Normal,,Route Nationale,90.0,2.0,2.0,2022-01-01 19:33:59,Nuit,Frontale
4660,,Sec,Route Départementale,,,1.0,2022-01-21 21:04:19,Nuit,Autre
4661,Normal,,Voie Communale,,2.0,,2022-01-17 16:45:56,,Par l'arrière
4662,Normal,,Voie Communale,30.0,,,2022-01-27 17:41:58,Nuit,Frontale
4663,,Sec,,130.0,2.0,5.0,2022-01-26 13:49:26,Jour,
4664,Normal,Sec,Route Départementale,,1.0,4.0,2022-01-22 23:09:36,Nuit,
4665,Normal,Sec,,70.0,2.0,2.0,2022-01-12 14:23:08,,Par le coté
4666,Normal,,,30.0,,2.0,2022-01-29 10:07:06,Jour,Par le coté
4667,,Sec,Route Départementale,70.0,2.0,6.0,2022-01-01 04:08:30,Nuit,Par le coté
4668,,Sec,Route Départementale,70.0,2.0,,2022-01-01 00:47:51,Nuit,
4669,Normal,,,30.0,1.0,2.0,2022-01-12 07:16:45,Nuit,Autre
4670,Pluie,Mouillé,,70.0,1.0,1.0,2022-01-04 20:18:50,,Autre
4671,Normal,Sec,Voie Communale,30.0,,5.0,2022-01-11 15:39:42,Jour,Par l'arrière
4672,Pluie,,,30.0,,,2022-01-08 16:27:20,,
4673,Normal,,Route Départementale,70.0,1.0,,2022-01-15 01:44:00,Nuit,Autre
4674,,Sec,,70.0,2.0,4.0,2022-01-05 07:41:06,Nuit,
4675,Normal,Sec,Route Départementale,,2.0,2.0,2022-01-22 11:28:28,,
4676,Normal,,,30.0,2.0,,2022-01-20 05:01:52,Nuit,
4677,Normal,Sec,,70.0,1.0,1.0,2022-01-28 13:22:50,,
4678,Pluie,,,30.0,2.0,2.0,2022-01-04 21:50:42,Nuit,Par le coté
4679,,Mouillé,Voie Communale,30.0,2.0,2.0,2022-01-03 03:59:16,,
4680,,Sec,Autoroute,,2.0,5.0,2022-01-30 15:48:55,,Par l'arrière
4681,Normal,,Voie Communale,30.0,2.0,,2022-01-30 01:56:17,,Par l'arrière
4682,,Mouillé,Voie Communale,,1.0,2.0,2022-01-08 02:12:16,Nuit,
4683,,Sec,,30.0,2.0,5.0,2022-01-29 00:28:46,Nuit,Par le coté
4684,Normal,Sec,,130.0,2.0,5.0,2022-01-06 09:51:45,Jour,Frontale
4685,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-18 13:26:28,,Frontale
4686,Normal,Sec,,90.0,2.0,2.0,2022-01-24 17:40:52,Nuit,Par l'arrière
4687,,Mouillé,,30.0,2.0,,2022-01-07 23:23:16,Nuit,Par le coté
4688,Normal,,,30.0,1.0,1.0,2022-01-02 21:57:37,,Autre
4689,Normal,Sec,,130.0,1.0,1.0,2022-01-18 09:20:06,,Autre
4690,,Mouillé,,70.0,,1.0,2022-01-19 07:56:24,Nuit,Autre
4691,Normal,Sec,Voie Communale,30.0,2.0,3.0,2022-01-26 10:14:57,Jour,Frontale
4692,,Sec,,30.0,1.0,2.0,2022-01-30 21:02:41,Nuit,Autre
4693,Normal,Sec,Route Départementale,,,,2022-01-22 15:27:03,Jour,Par le coté
4694,Normal,Sec,Voie Communale,,2.0,5.0,2022-01-11 19:39:40,Nuit,
4695,Normal,Sec,,30.0,1.0,1.0,2022-01-06 22:50:31,,Autre
4696,Normal,Sec,Voie Communale,,1.0,4.0,2022-01-11 15:02:04,Jour,Autre
4697,,Sec,Route Départementale,70.0,,1.0,2022-01-31 21:16:19,Nuit,Autre
4698,,Sec,Route Départementale,,2.0,,2022-01-15 19:11:26,Nuit,Par le coté
4699,Normal,Sec,,30.0,,5.0,2022-01-15 18:33:06,,Autre
4700,Pluie,Mouillé,,70.0,1.0,1.0,2022-01-03 05:14:45,Nuit,Autre
4701,Normal,Sec,Route Nationale,,2.0,5.0,2022-01-05 09:04:01,Jour,Par le coté
4702,Normal,Sec,Voie Communale,,,5.0,2022-01-02 02:19:40,,Par le coté
4703,,Mouillé,,70.0,2.0,,2022-01-07 14:00:41,,Par le coté
4704,Normal,,Voie Communale,,2.0,2.0,2022-01-05 19:04:59,Nuit,Par l'arrière
4705,,Sec,,30.0,2.0,4.0,2022-01-22 15:17:38,Jour,
4706,,Sec,,30.0,,,2022-01-01 11:20:07,Jour,Par le coté
4707,Normal,Sec,Voie Communale,30.0,,,2022-01-12 12:22:57,Jour,Autre
4708,,Sec,,90.0,2.0,,2022-01-28 19:51:36,,Par le coté
4709,,Sec,,30.0,2.0,,2022-01-06 04:14:41,Nuit,
4710,Normal,Sec,Route Départementale,,2.0,,2022-01-18 18:25:27,Nuit,
4711,Normal,,Voie Communale,30.0,,1.0,2022-01-17 11:01:05,,Autre
4712,Normal,Sec,Route Départementale,70.0,1.0,,2022-01-13 09:47:38,Jour,Autre
4713,,Sec,Route Nationale,,1.0,3.0,2022-01-14 20:57:57,,
4714,Normal,Sec,Route Départementale,,1.0,,2022-01-21 03:26:31,Nuit,Autre
4715,Normal,,,70.0,,2.0,2022-01-25 17:31:44,Nuit,
4716,,Sec,Autoroute,,1.0,1.0,2022-01-30 18:41:42,Nuit,Autre
4717,Normal,,Voie Communale,30.0,2.0,,2022-01-29 21:52:29,Nuit,Par le coté
4718,Pluie,Mouillé,,30.0,2.0,2.0,2022-01-19 15:37:52,Jour,Par le coté
4719,,Mouillé,Voie Communale,30.0,,1.0,2022-01-09 23:05:57,Nuit,Autre
4720,Pluie,,Voie Communale,30.0,,,2022-01-03 14:35:08,Jour,
4721,,Sec,,70.0,1.0,5.0,2022-01-06 07:05:45,,Autre
4722,Normal,,Route Nationale,,2.0,4.0,2022-01-13 17:23:18,Nuit,Par le coté
4723,Normal,Sec,Route Départementale,,2.0,2.0,2022-01-29 06:18:13,Nuit,Par le coté
4724,,Sec,Voie Communale,,2.0,5.0,2022-01-23 22:58:22,Nuit,Par le coté
4725,Normal,Sec,Voie Communale,30.0,2.0,5.0,2022-01-20 23:00:37,Nuit,Par le coté
4726,Normal,Sec,Voie Communale,30.0,2.0,3.0,2022-01-10 20:34:53,Nuit,Par le coté
4727,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-15 08:24:06,Nuit,Par le coté
4728,,Sec,Route Départementale,,,,2022-01-11 22:32:17,,
4729,Normal,Sec,Voie Communale,30.0,,2.0,2022-01-28 16:35:38,Jour,
4730,Normal,Sec,Voie Communale,30.0,,4.0,2022-01-25 12:11:45,,Par l'arrière
4731,Normal,Sec,,130.0,,6.0,2022-01-29 17:22:24,,Par le coté
4732,Normal,Sec,Autoroute,130.0,1.0,1.0,2022-01-02 12:26:35,,Autre
4733,,Sec,Route Départementale,,,2.0,2022-01-20 03:00:15,,
4734,,Mouillé,Voie Communale,,2.0,5.0,2022-01-19 20:27:18,Nuit,Par le coté
4735,Normal,Sec,,90.0,2.0,,2022-01-26 12:01:55,,
4736,Normal,,Route Départementale,,3.0,,2022-01-26 09:24:13,,Autre
4737,Pluie,Mouillé,,30.0,2.0,2.0,2022-01-09 06:59:32,,
4738,,Sec,,30.0,,3.0,2022-01-25 11:44:38,,
4739,,Sec,Route Départementale,70.0,,5.0,2022-01-29 18:13:27,,Par le coté
4740,,Mouillé,Route Départementale,70.0,,2.0,2022-01-04 04:14:19,Nuit,
4741,Normal,,,30.0,1.0,1.0,2022-01-13 23:32:53,,Autre
4742,,Sec,Route Départementale,70.0,2.0,,2022-01-28 10:25:56,Jour,Frontale
4743,Normal,,,30.0,2.0,,2022-01-16 13:30:01,,Frontale
4744,Normal,,Route Départementale,70.0,1.0,1.0,2022-01-29 15:41:26,Jour,
4745,,Sec,,130.0,1.0,1.0,2022-01-22 17:03:28,Jour,Autre
4746,,Sec,Route Départementale,,2.0,4.0,2022-01-25 01:49:48,Nuit,Par le coté
4747,Normal,Sec,Voie Communale,30.0,1.0,,2022-01-14 22:11:41,Nuit,Autre
4748,Normal,,,30.0,1.0,3.0,2022-01-30 10:18:43,Jour,Autre
4749,Normal,,Route Départementale,70.0,2.0,,2022-01-15 09:30:13,,Par l'arrière
4750,,Mouillé,Autoroute,,2.0,2.0,2022-01-07 20:02:30,,Par le coté
4751,Normal,,Route Départementale,,2.0,4.0,2022-01-01 08:35:32,,
4752,Normal,Sec,Route Départementale,70.0,2.0,4.0,2022-01-21 00:34:15,,
4753,Normal,Sec,Voie Communale,30.0,,,2022-01-29 04:14:22,Nuit,Autre
4754,Normal,Sec,,30.0,,,2022-01-21 19:00:33,,Frontale
4755,,Sec,Voie Communale,,,3.0,2022-01-26 17:35:07,,
4756,Normal,,Autoroute,130.0,2.0,4.0,2022-01-23 04:38:44,,Par le coté
4757,,Sec,Autoroute,,1.0,,2022-01-29 19:18:19,,Autre
4758,Normal,,,30.0,1.0,1.0,2022-01-22 05:18:30,,Autre
4759,,Sec,Route Départementale,,,2.0,2022-01-12 00:08:35,,
4760,Normal,Sec,Autoroute,,2.0,,2022-01-27 04:58:33,Nuit,Par l'arrière
4761,Normal,Sec,Voie Communale,,1.0,,2022-01-22 21:57:47,Nuit,Autre
4762,,Sec,Voie Communale,,2.0,5.0,2022-01-21 09:12:07,Jour,Par le coté
4763,,Sec,Voie Communale,30.0,2.0,4.0,2022-01-14 17:55:00,Nuit,Par l'arrière
4764,Normal,,Voie Communale,30.0,,3.0,2022-01-10 21:38:27,Nuit,
4765,Pluie,,Voie Communale,,1.0,,2022-01-19 16:05:08,Jour,Autre
4766,Normal,,,70.0,,1.0,2022-01-30 14:26:18,Jour,
4767,Normal,Sec,Voie Communale,30.0,,5.0,2022-01-31 23:15:32,,Par le coté
4768,Normal,Sec,,30.0,2.0,,2022-01-15 20:58:38,Nuit,
4769,,Sec,,70.0,2.0,2.0,2022-01-16 20:13:02,Nuit,Par le coté
4770,,Sec,,30.0,1.0,4.0,2022-01-17 03:59:18,,Autre
4771,,Sec,Autoroute,130.0,2.0,3.0,2022-01-14 19:27:57,Nuit,
4772,,Mouillé,Voie Communale,30.0,,5.0,2022-01-04 05:40:24,Nuit,Par le coté
4773,Normal,Sec,Route Départementale,,3.0,3.0,2022-01-31 00:22:01,Nuit,Autre
4774,Normal,Sec,Voie Communale,,2.0,2.0,2022-01-14 10:31:42,Jour,
4775,Normal,Sec,Voie Communale,30.0,,4.0,2022-01-23 00:55:59,,
4776,Normal,Sec,Route Départementale,,1.0,1.0,2022-01-16 22:46:47,Nuit,Autre
4777,Normal,,Route Départementale,,1.0,4.0,2022-01-14 05:29:41,Nuit,Autre
4778,Normal,,Voie Communale,,,1.0,2022-01-02 06:39:36,,Autre
4779,Normal,,,130.0,2.0,,2022-01-29 19:41:50,Nuit,
4780,Normal,Sec,,30.0,2.0,,2022-01-12 02:29:03,Nuit,Frontale
4781,Pluie,,Route Départementale,70.0,2.0,3.0,2022-01-09 09:56:44,,
4782,Pluie,Mouillé,Route Nationale,,2.0,,2022-01-09 13:28:01,Jour,Frontale
4783,Normal,,Voie Communale,30.0,1.0,,2022-01-23 09:41:02,Jour,Autre
4784,,Sec,Route Départementale,70.0,2.0,3.0,2022-01-25 01:47:11,Nuit,Par le coté
4785,Normal,,Voie Communale,,2.0,3.0,2022-01-26 03:13:57,Nuit,Frontale
4786,Normal,,Voie Communale,,2.0,3.0,2022-01-22 13:11:39,,
4787,Normal,,Voie Communale,30.0,2.0,5.0,2022-01-13 22:25:45,Nuit,Frontale
4788,Normal,Sec,Voie Communale,30.0,1.0,3.0,2022-01-30 12:01:13,,
4789,Pluie,Mouillé,Autoroute,,1.0,2.0,2022-01-07 20:18:30,,Autre
4790,Normal,,Voie Communale,,2.0,3.0,2022-01-02 09:43:26,Jour,
4791,,Sec,Route Départementale,70.0,2.0,4.0,2022-01-27 00:03:06,Nuit,
4792,Normal,Sec,,130.0,,,2022-01-18 20:57:26,,Par le coté
4793,Normal,,Route Départementale,70.0,2.0,2.0,2022-01-14 20:34:51,,Par le coté
4794,,Sec,,30.0,2.0,4.0,2022-01-26 20:45:04,Nuit,Frontale
4795,Normal,Sec,Autoroute,,2.0,,2022-01-13 21:53:28,Nuit,Par le coté
4796,Pluie,Mouillé,Voie Communale,30.0,,2.0,2022-01-07 00:44:20,,Par l'arrière
4797,Normal,Sec,,70.0,2.0,2.0,2022-01-15 09:46:06,Jour,Par le coté
4798,Normal,,Autoroute,130.0,2.0,3.0,2022-01-16 12:53:47,Jour,Par l'arrière
4799,,Sec,Route Nationale,90.0,2.0,5.0,2022-01-30 09:58:42,Jour,Par l'arrière
4800,,Sec,Voie Communale,,,7.0,2022-01-11 20:05:53,Nuit,Par l'arrière
4801,,Sec,Route Départementale,70.0,2.0,5.0,2022-01-05 07:57:47,Nuit,Par le coté
4802,Normal,Sec,Autoroute,130.0,,1.0,2022-01-13 01:56:17,,
4803,Normal,,Route Départementale,70.0,3.0,5.0,2022-01-12 19:12:17,Nuit,Autre
4804,Normal,Sec,Route Nationale,90.0,,,2022-01-12 07:27:12,Nuit,Par l'arrière
4805,Normal,,Voie Communale,30.0,1.0,2.0,2022-01-17 19:47:13,Nuit,Autre
4806,,Mouillé,,130.0,,,2022-01-04 20:25:21,Nuit,Par l'arrière
4807,,Mouillé,Route Départementale,,,,2022-01-19 01:39:10,,
4808,Normal,,,30.0,,5.0,2022-01-27 05:54:28,Nuit,Par le coté
4809,Normal,,Voie Communale,,,,2022-01-06 07:40:06,Nuit,Par l'arrière
4810,Pluie,Mouillé,,70.0,2.0,,2022-01-08 13:25:54,,Frontale
4811,,Sec,Route Départementale,,1.0,1.0,2022-01-10 22:17:11,Nuit,Autre
4812,,Sec,,70.0,1.0,,2022-01-22 05:18:57,Nuit,Autre
4813,,Sec,Voie Communale,,2.0,,2022-01-13 13:19:10,,Par le coté
4814,Pluie,,,70.0,,,2022-01-03 20:17:49,Nuit,Par le coté
4815,Normal,Sec,,70.0,1.0,1.0,2022-01-16 14:14:10,,
4816,,Sec,Voie Communale,30.0,1.0,3.0,2022-01-28 11:26:26,Jour,Autre
4817,,Sec,,130.0,1.0,1.0,2022-01-10 06:48:06,Nuit,Autre
4818,Normal,Sec,Route Départementale,70.0,2.0,2.0,2022-01-01 22:03:06,,
4819,Normal,,Route Départementale,70.0,2.0,6.0,2022-01-29 09:58:18,Jour,Par l'arrière
4820,,Sec,Voie Communale,,2.0,3.0,2022-01-25 00:20:05,Nuit,Par l'arrière
4821,Pluie,Mouillé,,130.0,,5.0,2022-01-09 11:24:06,,Par l'arrière
4822,,Sec,Voie Communale,30.0,2.0,4.0,2022-01-06 23:54:57,,
4823,Normal,Sec,Voie Communale,,,8.0,2022-01-23 14:57:12,Jour,
4824,,Sec,Route Départementale,,1.0,1.0,2022-01-01 08:07:33,,
4825,Normal,Sec,Route Départementale,,2.0,4.0,2022-01-26 09:58:54,Jour,Par l'arrière
4826,Normal,Sec,,30.0,2.0,,2022-01-26 00:55:33,Nuit,
4827,Normal,Sec,Voie Communale,,1.0,,2022-01-01 23:22:01,Nuit,
4828,,Sec,,130.0,2.0,,2022-01-24 00:16:31,,Par l'arrière
4829,,Sec,Route Départementale,,2.0,,2022-01-02 00:25:08,Nuit,Par le coté
4830,,Sec,Voie Communale,30.0,,,2022-01-23 15:48:33,Jour,Par l'arrière
4831,,Sec,,70.0,1.0,1.0,2022-01-01 06:20:00,Nuit,Autre
4832,Normal,Sec,Voie Communale,,2.0,4.0,2022-01-29 21:15:17,,Frontale
4833,Normal,Sec,Route Départementale,70.0,1.0,1.0,2022-01-22 03:51:35,Nuit,Autre
4834,Normal,Sec,Route Départementale,,2.0,,2022-01-22 11:50:42,,Par le coté
4835,Pluie,Mouillé,,70.0,2.0,,2022-01-19 09:48:36,,Par le coté
4836,Normal,,Route Départementale,70.0,2.0,2.0,2022-01-06 01:53:28,Nuit,Par le coté
4837,,Sec,Voie Communale,30.0,2.0,2.0,2022-01-14 01:58:26,Nuit,Par le coté
4838,Normal,Sec,Route Départementale,70.0,,4.0,2022-01-06 17:02:45,Jour,Autre
4839,,Mouillé,,70.0,1.0,,2022-01-04 16:35:04,,
4840,,Sec,Voie Communale,,,6.0,2022-01-12 15:45:32,Jour,
4841,Pluie,,Route Départementale,70.0,2.0,2.0,2022-01-19 17:58:22,Nuit,Par le coté
4842,,Sec,,30.0,1.0,4.0,2022-01-30 22:07:39,Nuit,Autre
4843,,Sec,,70.0,1.0,1.0,2022-01-18 15:00:00,,Autre
4844,Pluie,,,70.0,2.0,8.0,2022-01-07 03:17:49,,
4845,Normal,,Voie Communale,30.0,2.0,,2022-01-01 13:54:07,Jour,Frontale
4846,Normal,,Voie Communale,,2.0,2.0,2022-01-14 20:25:15,Nuit,Frontale
4847,Pluie,,Route Départementale,70.0,,3.0,2022-01-04 17:12:24,Jour,Par le coté
4848,,Mouillé,Voie Communale,30.0,1.0,1.0,2022-01-03 18:16:07,Nuit,Autre
4849,Normal,,Route Nationale,90.0,2.0,5.0,2022-01-22 02:57:17,Nuit,Par le coté
4850,Normal,Sec,,70.0,1.0,3.0,2022-01-12 05:36:44,Nuit,Autre
4851,,Sec,,30.0,2.0,3.0,2022-01-13 11:24:02,,Frontale
4852,Pluie,,Voie Communale,,1.0,1.0,2022-01-08 14:43:05,,Autre
4853,Normal,,Voie Communale,,,,2022-01-14 14:14:15,,Par le coté
4854,Normal,,Route Départementale,70.0,2.0,,2022-01-29 12:18:14,Jour,Par le coté
4855,Normal,Sec,Voie Communale,,1.0,,2022-01-29 13:15:07,Jour,Autre
4856,Normal,Sec,Voie Communale,,2.0,,2022-01-16 06:14:30,Nuit,Par le coté
4857,,Sec,Voie Communale,30.0,,,2022-01-11 20:15:00,Nuit,
4858,,Sec,Voie Communale,,,,2022-01-21 13:40:37,Jour,
4859,Normal,Sec,Route Départementale,70.0,1.0,1.0,2022-01-14 02:29:10,Nuit,Autre
4860,,Sec,,30.0,,6.0,2022-01-01 09:10:12,,Par l'arrière
4861,Normal,Sec,Autoroute,,2.0,,2022-01-06 18:02:01,Nuit,Par l'arrière
4862,,Mouillé,Voie Communale,,2.0,3.0,2022-01-19 21:05:31,Nuit,Par l'arrière
4863,Normal,,Voie Communale,30.0,2.0,2.0,2022-01-11 17:15:04,,
4864,Normal,,Voie Communale,,2.0,6.0,2022-01-25 00:32:50,Nuit,Par le coté
4865,,Sec,Voie Communale,30.0,,,2022-01-06 18:33:41,,Autre
4866,Normal,Sec,,30.0,,5.0,2022-01-15 09:18:51,Jour,Par le coté
4867,,Sec,,70.0,2.0,9.0,2022-01-25 06:03:41,,
4868,Normal,,,70.0,,3.0,2022-01-29 11:41:53,Jour,Par le coté
4869,Normal,,,30.0,2.0,4.0,2022-01-26 13:53:42,Jour,
4870,Pluie,Mouillé,Voie Communale,30.0,,2.0,2022-01-09 11:42:15,Jour,Par le coté
4871,,Mouillé,Voie Communale,,2.0,2.0,2022-01-07 07:48:27,,Par l'arrière
4872,,Sec,Route Départementale,,1.0,,2022-01-30 08:23:28,,Autre
4873,Normal,,Route Départementale,,,2.0,2022-01-11 16:27:56,Jour,Par le coté
4874,Normal,Sec,,70.0,2.0,5.0,2022-01-16 03:38:37,,Par le coté
4875,Normal,Sec,,30.0,2.0,2.0,2022-01-31 20:17:55,Nuit,Par le coté
4876,Pluie,,Voie Communale,30.0,2.0,9.0,2022-01-09 13:31:20,Jour,Par l'arrière
4877,Pluie,Mouillé,Route Nationale,90.0,2.0,5.0,2022-01-04 23:41:07,Nuit,Par le coté
4878,,Sec,Voie Communale,,,3.0,2022-01-23 02:54:16,Nuit,Par l'arrière
4879,Normal,,Route Nationale,90.0,,2.0,2022-01-02 12:26:12,Jour,Frontale
4880,Normal,Sec,Route Départementale,70.0,,4.0,2022-01-17 14:01:23,,Par le coté
4881,,Sec,Route Départementale,70.0,,3.0,2022-01-14 21:38:03,Nuit,Par le coté
4882,Normal,,,70.0,2.0,2.0,2022-01-02 15:50:33,Jour,Par le coté
4883,Normal,,Voie Communale,,2.0,3.0,2022-01-25 14:06:54,,Par le coté
4884,Normal,Sec,,130.0,2.0,3.0,2022-01-12 05:09:42,Nuit,
4885,Normal,,,70.0,2.0,7.0,2022-01-02 23:21:30,Nuit,Par l'arrière
4886,Normal,,Voie Communale,,,2.0,2022-01-24 15:10:10,Jour,
4887,Normal,Sec,,30.0,,2.0,2022-01-28 15:03:45,Jour,
4888,Pluie,,Voie Communale,,,4.0,2022-01-08 03:25:37,,
4889,Normal,,,130.0,2.0,4.0,2022-01-14 09:21:27,Jour,
4890,Pluie,Mouillé,Voie Communale,30.0,1.0,1.0,2022-01-07 23:35:29,Nuit,Autre
4891,Normal,Sec,Voie Communale,30.0,2.0,3.0,2022-01-06 17:26:05,Nuit,Par le coté
4892,Normal,Sec,,70.0,2.0,7.0,2022-01-30 03:21:54,,Frontale
4893,Pluie,Mouillé,Route Départementale,70.0,,7.0,2022-01-09 21:12:07,Nuit,Par l'arrière
4894,Normal,Sec,Voie Communale,30.0,,7.0,2022-01-11 18:35:08,,Par l'arrière
4895,Normal,,,30.0,2.0,2.0,2022-01-18 21:26:53,Nuit,Frontale
4896,Normal,Sec,,90.0,,3.0,2022-01-10 02:18:37,,
4897,Pluie,,,30.0,2.0,,2022-01-04 12:19:54,Jour,Par le coté
4898,Normal,Sec,,130.0,1.0,,2022-01-23 19:04:15,Nuit,Autre
4899,,Sec,,90.0,2.0,3.0,2022-01-28 09:56:42,,Par le coté
4900,Normal,Sec,,70.0,2.0,2.0,2022-01-16 22:06:24,,Par le coté
4901,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-29 07:39:23,Nuit,Par l'arrière
4902,Normal,,,30.0,1.0,4.0,2022-01-20 19:22:37,,Autre
4903,Normal,Sec,,90.0,1.0,1.0,2022-01-12 12:14:24,Jour,
4904,,Mouillé,,70.0,,1.0,2022-01-04 15:47:28,Jour,
4905,Pluie,Mouillé,Route Départementale,70.0,,3.0,2022-01-08 05:58:45,,
4906,,Sec,,90.0,1.0,4.0,2022-01-23 23:50:25,Nuit,Autre
4907,Normal,,Route Départementale,70.0,2.0,5.0,2022-01-29 07:55:00,Nuit,
4908,Normal,,Autoroute,,2.0,2.0,2022-01-20 22:41:23,Nuit,Par l'arrière
4909,Pluie,Mouillé,Voie Communale,,2.0,4.0,2022-01-19 19:17:40,,Par le coté
4910,Normal,Sec,Voie Communale,,1.0,2.0,2022-01-15 01:56:17,Nuit,Autre
4911,,Mouillé,Route Départementale,70.0,2.0,2.0,2022-01-03 12:46:34,Jour,Par le coté
4912,Normal,Sec,Route Départementale,,3.0,6.0,2022-01-01 11:32:41,Jour,
4913,,Sec,Autoroute,130.0,2.0,4.0,2022-01-06 05:55:27,Nuit,Par le coté
4914,Normal,,Route Départementale,,,4.0,2022-01-16 23:07:15,,
4915,,Mouillé,,30.0,2.0,,2022-01-19 00:47:42,Nuit,Par le coté
4916,Normal,,,70.0,,1.0,2022-01-10 05:14:37,,Autre
4917,Pluie,Mouillé,Route Départementale,,,,2022-01-03 17:27:52,,
4918,,Sec,Autoroute,130.0,2.0,3.0,2022-01-24 11:59:34,Jour,
